winside,d_1,d_2,d_3,d_4,d_5,r_1,r_2,r_3,r_4,r_5
radiant,20,22,47,41,60,54,57,1,6,4
dire,36,67,25,9,18,50,1,35,2,11
dire,36,67,25,9,18,50,1,35,2,11
dire,36,67,25,9,18,50,1,35,2,11
radiant,32,28,20,59,16,19,41,27,69,8
radiant,17,52,23,11,28,54,50,21,14,64
radiant,17,52,23,11,28,54,50,21,14,64
radiant,59,16,35,32,8,52,1,41,6,28
dire,13,42,35,54,38,60,6,31,2,50
dire,73,41,50,58,51,26,40,60,29,27
radiant,20,32,60,29,36,41,28,54,5,47
dire,59,31,21,9,39,35,34,51,42,17
radiant,31,26,1,19,10,6,34,33,50,51
dire,65,42,15,21,7,14,4,30,47,6
dire,69,36,63,15,54,35,9,40,60,57
dire,33,11,35,40,1,6,22,45,4,69
dire,30,33,60,59,61,50,52,4,17,14
radiant,18,39,69,50,7,54,34,40,49,26
radiant,18,39,69,50,7,54,34,40,49,26
radiant,10,4,39,6,26,63,73,21,9,53
dire,34,21,67,9,37,51,17,11,7,31
dire,34,21,67,9,37,51,17,11,7,31
dire,34,21,67,9,37,51,17,11,7,31
radiant,60,21,130,1,68,35,4,15,32,73
dire,19,64,51,34,1,35,73,42,10,13
dire,1,31,2,36,11,68,65,30,14,69
dire,47,27,16,60,42,13,61,68,4,14
dire,41,11,21,20,5,64,63,67,51,14
radiant,6,61,53,16,59,14,4,57,22,38
radiant,53,20,41,28,69,14,40,18,42,4
dire,29,35,63,40,4,7,67,8,16,66
dire,4,16,51,15,6,21,32,54,59,35
dire,61,18,49,6,31,63,26,15,39,28
radiant,32,63,16,54,39,6,7,67,35,20
dire,1,58,20,55,29,31,32,47,25,7
dire,68,53,14,23,47,61,59,18,21,34
dire,5,63,39,2,64,6,35,53,59,21
dire,59,15,73,39,2,13,14,27,20,41
dire,57,20,39,63,1,33,61,14,49,59
radiant,6,39,40,50,18,20,1,28,66,49
radiant,29,66,54,6,21,58,19,16,32,47
dire,25,26,32,18,6,59,2,29,53,1
radiant,7,9,36,29,38,63,14,68,31,28
radiant,59,8,69,39,9,50,73,22,63,32
dire,54,21,50,61,60,11,26,41,47,4
dire,13,53,8,21,49,66,41,22,68,42
dire,32,22,60,14,10,45,58,54,6,2
radiant,49,14,9,32,63,10,59,22,51,29
dire,22,14,20,53,9,4,45,68,2,58
dire,2,25,69,60,68,54,36,63,17,49
dire,60,52,37,35,29,58,17,4,8,2
radiant,1,66,60,9,45,4,57,27,59,14
radiant,38,54,14,30,9,4,22,1,49,2
dire,55,61,37,57,42,41,47,63,35,53
radiant,6,57,21,35,22,47,55,14,31,59
radiant,47,26,25,41,2,16,11,63,22,29
radiant,1,52,51,55,21,41,31,7,25,9
dire,27,1,33,54,35,7,53,32,19,8
dire,17,42,53,9,63,6,14,21,39,29
radiant,68,35,59,14,5,54,53,21,32,63
radiant,68,35,59,14,5,54,53,21,32,63
dire,69,11,31,47,6,15,1,40,14,13
dire,2,73,26,40,67,7,1,15,53,68
dire,61,25,60,9,29,4,8,1,45,10
dire,4,63,31,57,67,59,26,39,21,9
dire,32,20,69,38,61,33,2,18,35,9
dire,59,63,32,58,16,47,6,1,61,55
dire,20,67,69,45,19,1,18,4,58,29
dire,20,22,36,60,47,18,23,55,59,35
radiant,54,69,17,9,26,19,5,31,4,1
radiant,27,49,36,11,69,23,31,52,63,19
radiant,9,28,14,51,41,5,6,29,30,1
radiant,17,10,29,53,64,68,41,7,20,14
radiant,52,16,26,11,32,14,53,61,41,69
dire,49,41,26,7,40,67,47,31,51,17
radiant,11,52,59,69,53,7,60,35,57,14
dire,22,64,53,73,1,61,69,35,14,49
radiant,17,16,21,57,31,15,23,19,1,63
dire,28,7,5,14,54,21,15,2,6,26
dire,38,53,14,61,27,69,6,1,21,59
radiant,6,65,14,29,21,9,5,59,18,1
dire,8,59,21,42,23,9,26,29,14,67
dire,26,57,67,17,51,4,21,45,28,19
radiant,1,22,32,17,7,9,38,68,4,60
radiant,10,41,2,34,26,29,39,1,59,53
dire,32,16,14,22,8,29,21,1,17,68
dire,5,58,54,50,35,52,21,1,49,65
dire,30,8,31,69,6,7,14,17,41,21
dire,35,38,32,17,31,58,5,6,18,34
radiant,6,21,57,4,40,54,47,52,16,20
dire,50,59,16,60,53,1,57,5,35,27
radiant,34,25,16,51,41,40,42,30,28,53
dire,14,59,31,21,32,54,4,7,36,53
radiant,32,23,1,39,31,42,14,10,53,9
dire,15,40,53,59,63,1,9,36,16,57
radiant,20,58,1,13,9,6,49,21,54,29
radiant,14,17,63,34,33,54,58,61,8,25
radiant,51,9,47,35,45,53,14,30,21,19
radiant,11,42,21,39,23,59,20,14,6,49
dire,6,37,69,20,67,14,32,18,25,38
radiant,49,21,14,61,55,23,18,28,38,64
radiant,18,29,27,47,34,6,15,7,64,14
dire,63,4,35,14,1,67,17,53,7,59
radiant,64,67,13,4,17,41,59,39,36,63
dire,49,18,36,54,67,53,14,1,59,2
radiant,54,47,49,32,69,41,65,22,59,34
dire,16,31,40,58,9,49,51,1,7,64
dire,32,16,55,52,60,8,54,35,41,4
radiant,26,64,57,42,32,69,14,40,25,67
dire,5,49,1,61,30,15,51,55,23,54
radiant,52,35,54,40,16,9,51,73,68,63
radiant,40,11,22,47,69,32,5,13,1,35
radiant,14,53,51,10,17,16,21,41,69,33
radiant,23,22,42,6,32,14,21,20,40,54
radiant,16,69,31,19,28,54,2,9,57,1
dire,59,17,68,32,67,69,53,14,9,41
radiant,57,10,33,58,35,22,6,42,2,25
dire,20,6,10,54,4,1,26,49,18,2
dire,28,22,35,8,25,1,36,32,30,69
dire,20,42,27,49,61,22,60,45,37,18
radiant,6,64,27,34,2,17,4,58,42,32
dire,21,11,54,49,33,63,17,25,2,15
dire,60,8,4,6,52,10,65,36,35,14
radiant,32,34,52,16,54,6,9,11,63,51
radiant,51,21,38,16,53,67,22,7,31,41
radiant,9,13,45,53,54,67,40,42,25,21
dire,54,40,50,59,14,7,35,4,52,42
radiant,1,27,64,35,29,47,15,37,31,41
radiant,4,69,13,57,14,53,2,32,36,25
radiant,42,20,28,9,11,60,23,32,5,55
dire,67,13,57,60,22,41,37,11,7,4
radiant,61,2,7,32,39,45,14,1,15,23
radiant,59,8,22,64,7,47,2,53,5,15
dire,17,25,29,63,30,36,21,39,22,10
dire,33,40,45,42,35,54,21,50,20,29
dire,30,50,60,49,61,63,17,32,2,42
dire,47,22,7,42,6,38,14,35,58,50
radiant,39,25,60,14,9,63,21,47,16,73
dire,29,47,11,33,32,17,16,7,52,6
dire,15,59,4,27,25,14,16,19,58,63
dire,5,35,57,34,59,14,20,8,42,45
dire,60,33,10,38,21,69,32,63,68,45
radiant,16,27,63,53,28,34,9,18,52,32
radiant,47,33,13,11,1,52,49,21,16,14
radiant,39,35,21,25,69,13,49,32,19,50
dire,4,58,60,54,21,64,49,41,33,35
dire,10,58,54,50,8,73,67,55,1,5
dire,42,7,1,14,2,8,21,57,60,22
radiant,9,22,29,36,6,14,40,13,28,61
radiant,35,49,6,58,29,1,13,4,50,60
dire,13,67,2,10,36,8,39,64,19,1
radiant,51,11,47,65,19,53,14,31,73,64
dire,40,53,68,8,31,50,26,20,61,25
dire,17,20,61,29,40,69,51,67,21,64
dire,23,34,31,32,14,52,28,51,9,27
radiant,16,29,21,54,31,47,53,50,51,49
radiant,16,40,69,68,19,54,31,17,51,36
dire,39,57,69,22,53,61,35,34,6,45
dire,19,17,28,11,45,61,6,18,4,53
dire,6,31,23,54,59,51,38,35,27,25
dire,13,7,18,1,31,42,55,33,35,9
dire,6,25,57,32,64,1,16,13,69,17
radiant,61,53,52,35,19,73,57,1,25,40
radiant,30,57,21,4,60,8,49,63,40,26
dire,42,21,4,28,32,1,16,30,55,35
radiant,28,22,50,20,6,16,21,32,47,4
dire,19,4,6,8,14,45,2,39,25,35
radiant,57,68,41,55,10,7,59,6,9,30
radiant,9,14,41,7,32,28,20,54,17,22
radiant,35,29,52,8,14,32,57,54,20,15
dire,30,57,5,54,47,42,14,35,73,39
radiant,27,16,69,52,1,30,8,2,9,50
radiant,7,21,8,37,25,4,1,30,35,45
dire,20,23,64,32,8,6,14,28,34,17
dire,51,69,20,5,67,41,49,21,59,26
dire,63,1,29,20,35,22,37,6,9,15
radiant,54,29,18,68,9,65,20,26,36,1
radiant,25,47,9,21,69,49,61,7,53,27
radiant,63,29,27,16,37,11,25,9,49,33
radiant,68,1,53,8,32,19,25,5,4,63
radiant,32,36,55,14,51,49,52,19,17,8
radiant,1,31,35,14,47,63,38,5,41,22
dire,32,21,11,50,16,13,28,14,18,10
dire,21,14,63,45,1,22,25,36,41,49
dire,37,7,40,4,59,27,60,11,18,13
dire,54,2,61,57,1,28,11,19,20,58
radiant,50,60,36,7,9,31,61,27,54,29
radiant,14,10,45,25,36,29,15,51,30,9
dire,42,53,22,35,23,69,13,51,32,14
dire,21,36,14,2,39,7,10,64,59,15
radiant,32,38,14,35,45,21,17,8,1,59
dire,35,26,42,65,14,47,18,31,29,4
radiant,36,20,14,37,32,59,31,47,5,19
radiant,40,16,30,39,11,68,49,33,54,35
dire,14,36,35,21,16,42,61,68,39,69
dire,14,61,59,54,5,60,30,4,19,6
dire,19,32,54,7,34,4,28,57,59,14
dire,58,1,11,35,27,36,32,6,4,59
dire,21,39,54,57,32,59,47,67,65,55
radiant,45,23,60,15,32,59,61,5,2,6
dire,14,19,16,50,6,35,54,28,52,27
dire,33,36,41,57,53,37,14,69,31,63
radiant,59,50,67,49,14,63,7,5,41,60
dire,63,7,22,35,15,6,19,10,39,49
dire,2,54,49,67,53,7,25,8,37,23
dire,8,67,22,21,39,13,7,6,20,14
radiant,60,14,40,61,68,69,36,9,7,6
radiant,9,35,8,15,25,63,54,47,1,7
radiant,29,52,73,53,51,32,30,47,9,42
dire,34,9,29,16,1,8,30,67,51,53
radiant,19,35,36,67,29,2,9,52,55,22
dire,132,36,38,16,21,14,6,26,50,59
dire,132,36,38,16,21,14,6,26,50,59
dire,132,36,38,16,21,14,6,26,50,59
dire,9,63,45,73,28,13,31,32,54,10
dire,59,1,27,14,20,47,6,40,5,58
dire,15,26,20,50,42,53,59,32,41,9
radiant,1,26,9,55,73,16,50,17,4,41
radiant,67,16,51,31,61,60,53,14,10,21
dire,6,73,47,19,15,35,54,25,32,68
dire,38,25,69,14,63,61,68,16,22,28
radiant,53,41,14,68,60,6,64,18,54,50
dire,14,6,32,2,73,25,61,59,67,58
dire,42,5,50,41,28,40,38,53,32,36
radiant,30,5,69,8,28,1,27,25,54,29
radiant,53,31,73,14,9,20,17,51,8,2
dire,69,17,19,68,14,28,13,8,41,50
radiant,1,63,49,4,35,52,32,7,2,39
radiant,11,10,4,20,25,14,5,2,7,1
radiant,63,23,7,Louie,53,9,19,47,14,54
dire,9,59,15,21,29,25,51,36,14,16
dire,69,50,59,53,54,49,13,9,30,1
dire,59,32,28,30,54,21,61,60,6,8
radiant,23,40,54,65,22,73,9,11,21,7
radiant,26,37,21,67,4,7,8,27,31,35
radiant,63,38,41,14,20,11,61,31,59,28
dire,32,15,64,8,6,54,67,27,34,7
dire,31,54,2,25,60,5,35,69,13,67
dire,11,1,40,68,53,59,14,41,65,17
radiant,17,21,63,23,60,59,53,49,1,39
dire,16,5,26,32,49,6,21,15,1,14
dire,31,10,20,6,32,54,63,35,40,26
dire,7,31,59,11,39,68,38,54,63,21
radiant,23,63,7,17,57,8,6,9,42,41
dire,14,42,6,57,69,9,19,33,41,8
radiant,32,5,38,39,53,20,9,29,73,8
dire,53,51,7,55,6,25,42,45,31,14
radiant,19,15,64,67,5,40,18,31,1,11
radiant,51,17,1,4,38,31,60,47,30,32
radiant,41,16,15,19,61,2,42,7,50,6
dire,32,73,15,9,25,63,29,14,68,60
dire,14,4,20,17,7,1,30,2,37,65
radiant,28,63,22,7,21,14,1,26,52,41
radiant,17,10,26,38,21,6,59,11,60,30
radiant,59,22,25,32,54,23,53,8,40,49
dire,14,67,20,53,73,64,35,45,49,15
radiant,64,16,51,63,61,34,42,20,18,6
dire,52,38,32,27,19,50,10,20,17,28
radiant,51,5,9,67,25,17,37,54,16,4
radiant,14,32,13,15,69,30,73,40,28,6
dire,47,30,31,9,16,22,45,20,54,35
radiant,15,34,58,23,67,40,29,6,53,35
dire,32,67,50,35,29,18,61,17,14,5
dire,45,37,1,23,30,59,50,9,22,41
radiant,28,21,68,10,52,31,40,37,35,8
dire,58,14,32,63,37,1,17,31,28,45
radiant,69,13,53,65,67,14,1,8,20,11
radiant,63,16,17,6,61,37,11,29,54,15
dire,31,47,7,20,32,23,73,57,17,2
dire,60,7,6,38,40,20,26,15,32,19
dire,13,59,31,47,41,7,32,53,1,6
dire,41,68,9,64,20,6,51,19,10,18
radiant,14,1,59,21,60,22,16,6,54,9
radiant,7,41,40,32,49,38,22,57,63,14
radiant,8,26,1,2,40,27,32,67,5,69
radiant,1,11,47,14,54,13,21,29,69,52
radiant,59,50,58,32,16,28,14,53,35,66
dire,1,68,14,6,18,57,9,21,53,38
radiant,14,1,53,23,58,73,47,54,68,37
dire,18,6,17,14,36,2,35,20,30,59
radiant,29,45,2,59,69,17,36,53,32,33
dire,53,13,9,51,32,54,21,33,29,23
radiant,9,40,7,29,69,35,53,50,42,2
radiant,9,67,51,52,30,68,65,45,7,41
dire,1,7,8,69,17,14,19,32,35,54
dire,61,59,31,14,57,13,29,64,58,54
radiant,54,9,14,4,64,58,32,53,60,41
radiant,53,8,22,9,5,32,27,26,18,67
dire,15,16,1,45,42,41,31,14,68,59
dire,15,64,42,49,1,7,19,21,32,67
dire,29,39,25,58,1,32,7,19,66,20
dire,47,21,40,63,19,2,8,9,4,36
dire,39,53,31,54,6,26,28,23,11,66
dire,49,15,10,26,28,8,32,59,35,21
dire,21,67,29,28,50,17,73,40,68,61
radiant,14,40,7,9,4,49,6,68,11,53
dire,22,1,26,9,54,32,35,14,5,2
radiant,36,17,39,16,54,28,68,34,31,9
dire,7,6,36,52,4,5,33,10,50,42
dire,52,30,59,4,49,16,27,10,11,28
radiant,42,52,1,4,8,55,39,6,61,59
radiant,8,64,37,1,23,41,26,35,55,4
dire,30,61,69,29,53,59,11,13,40,14
dire,2,52,11,33,18,19,4,7,9,21
radiant,40,35,63,55,51,52,26,1,17,2
dire,36,49,42,18,11,26,32,37,39,7
dire,41,42,19,4,32,8,6,49,61,15
dire,68,27,42,51,34,1,29,9,4,36
radiant,35,21,18,45,49,42,53,28,39,8
radiant,23,31,41,32,29,51,9,57,14,8
dire,69,21,38,66,1,16,29,17,63,41
dire,11,9,1,59,28,8,50,42,69,35
dire,31,29,33,22,17,21,30,14,32,1
radiant,42,45,27,53,28,15,60,29,22,17
dire,1,47,28,31,21,18,33,42,40,10
radiant,32,1,2,37,26,14,40,49,63,50
dire,25,40,41,67,33,6,7,14,9,11
radiant,41,31,35,16,42,29,14,52,1,21
dire,15,57,29,35,17,9,59,30,64,36
radiant,21,33,32,55,28,14,41,39,57,58
dire,22,47,20,32,28,41,21,29,61,37
dire,60,35,31,51,32,15,55,19,63,49
radiant,18,59,63,9,4,58,8,61,52,42
dire,39,60,31,50,67,9,34,54,47,53
dire,38,47,55,40,31,11,21,20,41,58
radiant,8,9,69,47,50,29,31,42,27,6
radiant,51,14,2,20,39,18,9,1,63,17
dire,45,14,6,7,29,13,17,23,9,18
radiant,42,6,22,4,57,38,73,14,32,59
dire,61,68,23,8,37,63,9,54,47,10
radiant,69,47,11,36,60,10,9,19,54,55
dire,1,52,53,57,17,9,54,7,33,10
radiant,23,54,29,5,61,35,20,32,42,28
radiant,35,20,52,28,68,54,40,26,41,14
dire,54,38,40,6,31,15,5,9,49,50
dire,54,38,40,6,31,15,5,9,49,50
radiant,19,35,39,51,49,9,40,28,58,61
dire,57,15,8,54,23,9,31,2,68,41
dire,31,60,5,67,41,54,35,27,19,63
radiant,63,41,19,31,57,53,7,60,1,35
dire,58,26,21,35,19,9,14,51,73,33
radiant,30,67,60,68,19,54,69,28,13,9
radiant,21,35,17,41,54,25,1,38,67,26
dire,9,22,32,37,36,73,26,6,11,14
dire,35,33,66,20,23,19,17,6,50,14
dire,18,54,14,20,26,31,9,40,7,11
radiant,26,73,27,63,35,40,25,55,42,9
dire,17,29,9,1,7,61,49,13,55,50
radiant,29,47,45,36,35,28,14,53,32,21
dire,34,35,68,18,14,42,47,39,1,59
radiant,29,35,26,17,68,4,49,2,65,53
radiant,6,14,31,10,66,15,63,53,26,54
dire,35,16,63,7,42,54,9,22,13,60
dire,47,15,39,7,55,32,1,29,23,59
radiant,54,31,57,8,7,21,18,4,40,33
dire,18,53,15,5,1,63,60,69,8,21
dire,47,68,54,28,4,13,61,7,30,73
dire,11,49,31,68,54,1,2,59,40,41
dire,32,59,30,14,60,7,35,9,47,54
dire,38,4,42,17,30,9,28,26,58,1
dire,21,54,7,53,16,6,20,14,69,8
radiant,17,61,58,1,2,59,26,6,4,22
dire,7,63,35,4,57,16,40,31,32,67
dire,45,30,14,20,63,22,59,47,7,17
dire,33,1,5,35,19,69,37,34,54,38
dire,32,57,52,34,1,73,6,17,14,19
radiant,26,51,4,52,67,31,16,2,1,10
radiant,128,51,34,59,4,36,8,29,22,6
radiant,10,22,35,25,19,68,63,59,8,32
dire,41,51,9,57,39,14,31,59,10,11
radiant,73,31,23,32,60,41,27,57,21,30
dire,14,63,41,25,57,5,19,15,18,8
radiant,69,42,31,29,32,35,4,57,11,14
dire,31,60,37,49,1,21,16,32,54,38
radiant,26,54,51,53,4,59,6,57,9,55
dire,27,26,19,20,1,50,25,32,42,31
radiant,14,7,20,28,63,29,47,41,8,5
dire,33,54,1,41,63,30,51,25,59,47
dire,59,1,4,26,6,41,25,15,49,14
dire,1,14,29,26,39,4,49,22,9,52
radiant,20,14,53,21,5,60,29,23,15,55
radiant,4,25,9,69,45,64,51,15,67,7
dire,11,53,14,49,1,19,45,6,67,35
radiant,41,27,26,73,29,7,4,63,31,6
radiant,61,59,65,5,42,27,54,31,60,11
dire,39,2,35,19,1,10,32,17,49,64
radiant,41,29,6,40,20,34,31,32,15,26
radiant,69,59,52,15,7,51,11,67,32,16
radiant,60,32,45,1,51,11,66,31,41,42
radiant,29,14,9,45,6,40,73,38,19,36
dire,14,32,6,23,9,47,49,60,53,40
dire,63,21,27,28,29,31,53,6,67,14
dire,49,37,28,1,6,58,29,45,8,33
radiant,26,22,49,4,42,1,32,30,31,18
radiant,25,49,9,4,35,20,15,57,52,14
dire,42,7,20,47,14,41,29,38,35,34
radiant,21,8,67,40,53,17,9,11,57,27
dire,42,59,21,29,54,4,60,34,57,35
radiant,20,18,29,61,13,34,9,4,25,2
radiant,59,13,9,14,21,63,68,53,32,6
dire,8,13,47,18,69,49,27,21,15,5
dire,8,13,47,18,69,49,27,21,15,5
dire,47,52,19,28,16,39,32,60,40,14
radiant,23,54,60,67,21,68,19,32,18,6
dire,67,5,51,7,17,60,20,68,9,28
radiant,9,31,32,36,7,59,6,54,60,21
dire,6,69,18,5,32,63,33,7,30,19
dire,29,25,8,68,1,22,14,67,54,32
dire,41,7,27,1,30,9,18,10,13,53
dire,22,32,63,59,7,73,21,50,49,53
dire,5,49,41,35,31,67,38,50,9,28
dire,21,14,58,45,28,29,73,57,65,49
dire,11,14,58,1,29,49,42,17,31,26
dire,14,63,1,22,19,60,37,38,35,10
dire,15,67,42,27,4,39,50,2,18,54
radiant,41,53,39,19,14,1,8,42,35,40
radiant,38,21,40,60,59,32,22,47,3,31
radiant,9,33,28,55,14,45,1,53,20,6
radiant,13,5,67,38,35,1,27,19,20,73
dire,20,6,11,35,5,8,15,65,27,52
dire,4,54,30,57,14,1,59,31,16,9
dire,40,59,5,58,31,51,16,14,52,47
dire,26,54,47,8,42,4,39,61,9,2
dire,7,14,9,53,30,31,18,63,17,19
dire,42,23,22,63,1,45,61,60,5,21
dire,63,69,54,34,22,4,57,35,45,51
radiant,27,28,41,1,11,32,31,58,6,14
dire,52,8,33,14,40,53,54,45,29,1
dire,21,4,31,54,60,26,73,14,67,59
dire,21,4,31,54,60,26,73,14,67,59
dire,6,20,41,30,26,35,51,47,19,59
radiant,68,73,32,59,53,16,21,27,35,23
radiant,30,20,23,8,39,2,63,60,31,9
dire,68,19,34,18,1,31,35,28,4,21
radiant,15,4,19,21,14,49,66,57,1,17
radiant,6,60,4,68,7,23,55,11,41,16
dire,65,14,36,63,18,11,69,9,59,16
dire,53,2,6,32,35,25,49,50,15,17
radiant,51,11,9,5,41,18,63,21,2,31
dire,53,42,30,14,11,16,63,51,60,33
dire,61,14,5,9,59,64,21,6,39,28
dire,54,73,27,26,1,10,14,47,36,42
radiant,9,31,11,2,32,42,17,16,33,57
radiant,9,31,11,2,32,42,17,16,33,57
radiant,6,5,59,40,49,54,42,35,53,30
radiant,20,42,14,18,4,50,15,68,8,28
radiant,22,9,64,54,1,7,52,41,67,8
dire,63,60,29,4,42,57,1,21,20,9
dire,60,5,45,14,4,6,68,15,69,51
dire,53,54,14,5,6,15,3,73,37,32
dire,31,27,23,59,32,64,35,45,15,55
dire,60,54,6,64,67,61,9,66,16,20
radiant,65,28,10,39,19,59,66,9,14,51
dire,63,2,14,47,13,35,8,37,73,60
radiant,8,47,22,59,20,50,1,28,63,2
radiant,59,68,61,14,35,29,31,54,18,32
radiant,19,4,9,14,41,73,61,63,8,32
dire,26,40,57,14,23,35,1,28,25,16
dire,45,14,6,60,63,42,19,20,22,66
dire,6,33,1,38,7,18,35,30,47,52
radiant,5,1,23,42,35,36,40,14,2,68
radiant,53,16,21,57,35,9,28,20,32,63
radiant,53,16,21,57,35,9,28,20,32,63
dire,42,1,15,63,23,59,53,14,32,25
radiant,9,35,40,29,8,47,5,22,2,41
radiant,13,42,52,49,20,47,37,32,11,14
radiant,41,40,47,68,64,65,14,35,21,7
radiant,25,47,57,17,8,36,1,45,29,4
dire,31,47,16,19,64,17,59,8,9,20
dire,60,16,31,21,61,59,68,32,9,42
dire,47,63,21,14,1,8,20,59,39,57
dire,60,16,31,21,61,59,68,32,9,42
radiant,30,67,2,26,52,47,29,53,14,66
dire,6,52,30,4,42,54,50,1,9,28
radiant,60,54,4,37,6,28,36,51,67,40
dire,19,16,1,26,59,63,29,2,10,32
dire,21,6,50,42,59,35,66,32,73,2
dire,60,16,31,21,61,59,68,32,9,42
radiant,7,16,69,73,57,45,13,40,37,29
dire,27,18,39,32,60,25,45,63,2,14
dire,32,6,26,36,28,66,11,41,9,17
dire,1,57,65,16,68,38,5,14,27,9
dire,41,16,51,31,9,36,35,30,22,33
dire,25,6,60,54,36,67,14,73,18,66
dire,15,40,53,35,4,27,42,9,73,8
dire,51,32,5,28,25,11,15,7,42,14
radiant,61,40,53,33,63,16,68,22,32,29
dire,51,31,42,54,11,2,17,10,38,45
radiant,11,60,39,31,16,69,53,1,68,59
dire,51,31,42,54,11,2,17,10,38,45
dire,1,60,19,28,18,42,17,41,51,67
radiant,1,59,40,20,63,53,41,35,50,4
dire,6,9,32,30,29,28,40,58,53,23
dire,50,23,32,7,9,11,60,20,6,37
dire,28,69,53,20,11,22,31,41,6,57
radiant,27,26,60,17,21,7,8,68,9,63
radiant,30,5,29,63,20,1,53,31,61,40
dire,1,33,29,14,41,54,32,21,60,59
dire,54,22,40,35,58,47,5,69,21,53
radiant,13,41,6,20,42,1,32,39,26,18
radiant,63,25,9,14,42,29,37,51,35,66
radiant,41,30,31,15,18,40,19,59,1,22
radiant,51,25,15,16,60,17,31,57,2,11
dire,73,22,11,6,47,31,1,16,8,57
dire,20,14,40,27,42,7,25,59,32,39
radiant,2,57,67,10,41,4,14,29,32,39
dire,20,14,40,27,42,7,25,59,32,39
dire,31,4,60,36,10,6,59,9,21,29
radiant,15,21,53,42,23,61,30,35,60,67
dire,20,14,40,27,42,7,25,59,32,39
radiant,69,68,9,21,67,59,25,22,14,34
dire,37,47,14,36,16,25,33,4,49,67
dire,31,63,73,1,7,16,55,6,42,59
dire,22,59,23,9,13,57,6,29,45,42
radiant,65,50,54,2,31,14,66,25,63,6
dire,47,15,1,32,7,21,42,35,33,20
dire,39,20,23,21,1,67,29,55,47,6
radiant,19,5,63,69,35,1,31,38,54,68
dire,9,54,42,29,31,41,2,59,39,38
dire,60,25,16,37,52,57,32,36,1,11
radiant,14,32,55,63,33,53,10,49,20,21
radiant,8,20,32,40,42,1,39,67,61,23
dire,54,17,29,21,30,10,31,60,4,23
dire,68,54,47,45,53,63,38,10,50,16
dire,20,21,26,42,19,7,29,40,41,50
dire,10,18,31,53,63,47,51,60,35,9
dire,49,41,58,65,23,69,1,30,63,21
dire,1,2,40,129,14,47,60,63,29,25
dire,32,67,21,63,4,35,37,2,14,1
radiant,2,27,20,26,59,54,14,39,41,68
radiant,54,59,30,33,8,67,37,28,60,39
radiant,7,34,45,6,20,38,59,53,29,16
dire,5,8,32,17,64,28,58,65,41,30
dire,8,29,4,22,128,13,11,68,61,2
dire,57,35,58,73,54,4,15,34,68,38
radiant,4,1,10,63,34,21,60,27,31,32
dire,16,1,28,50,42,6,52,51,35,17
dire,17,29,4,31,53,14,68,20,69,9
radiant,35,58,47,54,14,2,59,19,41,30
dire,1,61,42,30,54,28,26,58,27,14
dire,16,1,28,50,42,6,52,51,35,17
dire,13,42,1,51,15,47,30,22,19,31
dire,68,7,47,14,54,28,17,32,60,39
dire,32,5,38,23,40,19,67,39,68,11
radiant,45,20,73,61,69,5,1,68,53,16
radiant,45,20,73,61,69,5,1,68,53,16
radiant,21,35,7,2,14,40,54,10,31,8
radiant,30,29,47,9,54,14,7,21,35,42
dire,35,26,61,42,37,21,51,9,28,2
dire,45,22,6,8,29,60,35,20,1,49
radiant,45,20,73,61,69,5,1,68,53,16
radiant,31,42,21,32,34,61,35,7,4,33
radiant,45,20,73,61,69,5,1,68,53,16
radiant,50,63,21,2,54,10,51,30,42,14
dire,53,14,29,73,1,67,19,20,21,47
dire,21,6,32,68,28,49,37,4,17,7
dire,20,1,53,32,18,6,30,4,33,19
dire,63,32,47,31,42,14,36,39,1,58
dire,20,32,1,15,64,31,47,33,68,21
dire,41,35,29,16,47,21,30,18,14,31
dire,14,57,54,6,25,1,18,17,40,5
radiant,67,2,6,28,59,1,8,32,41,31
dire,4,19,33,42,6,67,21,25,18,17
dire,42,4,5,22,47,29,13,69,11,10
dire,35,39,37,10,59,9,73,29,58,40
dire,7,32,5,29,51,49,19,69,41,35
radiant,51,28,36,61,8,60,33,27,21,47
dire,19,40,35,39,4,8,52,31,66,53
dire,32,50,60,30,28,42,59,40,54,73
dire,31,14,9,50,38,8,28,34,20,10
dire,63,5,22,14,28,1,20,60,42,26
dire,31,2,53,Shotgun!,41,1,30,28,26,39
radiant,25,22,54,41,60,69,20,51,32,42
radiant,42,68,19,65,49,13,63,59,26,41
radiant,14,34,38,32,68,7,52,9,57,54
dire,59,29,31,8,6,39,22,14,54,53
dire,5,59,8,73,51,21,61,49,63,31
dire,21,57,41,25,15,1,49,18,65,6
dire,14,61,36,19,1,22,49,23,54,8
dire,54,50,11,40,69,9,42,26,5,21
dire,6,21,15,60,35,49,30,20,34,8
radiant,59,1,35,53,8,22,32,49,47,57
dire,68,54,47,45,53,63,38,10,50,16
dire,68,54,47,45,53,63,38,10,50,16
dire,68,54,47,45,53,63,38,10,50,16
dire,68,54,47,45,53,63,38,10,50,16
radiant,27,57,11,2,5,53,1,9,19,30
radiant,1,14,54,17,22,30,66,41,63,35
dire,53,59,51,16,4,45,47,63,68,18
radiant,60,39,22,73,4,1,32,19,29,52
radiant,2,36,53,9,57,60,63,39,47,30
dire,23,69,31,49,29,33,2,11,42,47
radiant,52,35,8,45,57,67,21,26,51,58
dire,6,27,7,26,19,18,59,14,68,47
radiant,1,10,60,68,6,41,5,7,26,4
